date,pred,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
2026-10-04,41,30,57,22,76,19,92,16,107
2026-10-11,39,28,55,21,74,18,88,15,104
2026-10-18,38,27,53,20,72,17,86,15,101
2026-10-25,37,27,52,20,71,16,84,14,100
2026-11-01,36,26,51,19,70,16,83,14,99
2026-11-08,36,26,51,19,70,16,83,14,99
2026-11-15,37,26,52,19,71,16,85,14,101
2026-11-22,38,27,54,20,73,17,88,14,105
2026-11-29,40,29,57,21,78,17,94,15,111
2026-12-06,43,31,61,23,84,19,101,16,120
2026-12-13,48,34,68,25,93,21,112,18,132
2026-12-20,54,38,77,28,105,23,127,20,149
2026-12-27,63,44,88,32,121,27,146,23,173
2027-01-03,73,51,102,37,141,31,169,27,201
2027-01-10,85,60,120,44,165,37,199,31,238
2027-01-17,100,71,141,52,195,43,235,37,281
2027-01-24,118,83,167,61,229,51,278,44,333
2027-01-31,138,98,195,72,269,60,328,51,391
2027-02-07,161,114,228,84,314,70,383,60,457
2027-02-14,187,132,263,98,363,81,443,69,527
2027-02-21,213,150,300,111,413,92,503,79,599
2027-02-28,238,168,335,124,461,103,559,88,665
2027-03-07,260,184,367,135,505,112,609,96,723
2027-03-14,280,199,396,146,543,121,652,102,773
2027-03-21,297,211,419,154,575,128,689,108,814
2027-03-28,313,222,442,163,606,135,725,114,853
2027-04-04,330,235,466,172,639,143,765,121,896
2027-04-11,350,249,495,182,678,151,815,129,950
2027-04-18,372,265,527,194,721,161,869,138,1010
2027-04-25,392,279,555,204,761,169,919,145,1067
2027-05-02,402,285,569,209,780,173,943,149,1098
2027-05-09,397,281,562,205,770,170,930,146,1088
2027-05-16,374,264,529,193,725,160,875,137,1029
2027-05-23,340,240,480,176,658,146,793,124,937
2027-05-30,301,212,426,156,584,129,704,110,834
2027-06-06,266,187,377,138,517,115,624,97,739
2027-06-13,237,166,337,123,462,102,558,87,662
2027-06-20,214,150,305,110,419,92,507,78,600
2027-06-27,195,136,278,100,383,83,464,71,549
2027-07-04,177,124,253,90,349,75,424,64,501
2027-07-11,159,111,227,81,314,67,381,58,452
2027-07-18,140,98,201,71,278,59,337,50,400
2027-07-25,122,85,173,61,240,50,292,43,347
2027-08-01,104,72,148,52,205,43,249,37,296
2027-08-08,88,61,125,44,174,36,211,31,251
2027-08-15,74,52,106,38,148,31,180,26,213
2027-08-22,63,44,90,32,126,26,154,22,182
2027-08-29,54,38,78,28,109,23,133,19,158
2027-09-05,47,33,68,24,95,20,116,17,139
2027-09-12,42,29,60,21,85,17,103,15,123
2027-09-19,37,26,54,19,76,15,93,13,111
2027-09-26,34,24,50,17,70,14,85,12,102
2027-10-03,32,22,46,16,65,13,79,11,95
