date,pred,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
2026-10-04,184,125,273,87,388,71,472,58,561
2026-10-11,179,120,266,83,379,67,463,55,553
2026-10-18,177,118,264,82,378,66,463,54,556
2026-10-25,178,118,265,82,381,65,470,53,565
2026-11-01,180,119,268,82,385,65,478,53,575
2026-11-08,180,119,268,82,387,65,482,53,580
2026-11-15,176,117,264,80,381,64,477,52,574
2026-11-22,170,113,255,77,369,62,463,51,558
2026-11-29,162,108,244,74,352,59,443,49,535
2026-12-06,153,102,230,70,332,56,418,46,505
2026-12-13,144,96,216,66,313,53,393,43,475
2026-12-20,137,92,205,63,298,50,374,42,450
2026-12-27,134,90,200,61,290,49,362,41,436
2027-01-03,133,89,198,61,288,49,359,40,432
2027-01-10,134,89,199,61,289,49,360,41,434
2027-01-17,136,90,203,62,294,50,366,42,442
2027-01-24,139,92,209,64,301,51,375,43,455
2027-01-31,143,95,216,66,311,52,386,44,471
2027-02-07,148,98,224,68,322,54,399,45,488
2027-02-14,153,102,233,70,335,56,415,46,509
2027-02-21,158,105,242,73,348,57,431,47,530
2027-02-28,165,109,252,75,363,59,450,49,553
2027-03-07,172,114,262,78,380,62,471,50,579
2027-03-14,180,118,274,81,397,64,493,52,605
2027-03-21,187,123,285,84,414,66,516,54,632
2027-03-28,194,127,295,87,428,69,535,56,656
2027-04-04,199,130,302,89,438,70,549,57,675
2027-04-11,202,133,307,90,446,71,558,58,689
2027-04-18,203,134,309,91,447,72,560,59,694
2027-04-25,203,134,309,90,447,72,561,59,696
2027-05-02,203,134,309,90,448,72,563,59,699
2027-05-09,205,135,312,91,452,73,570,60,706
2027-05-16,207,136,315,92,459,74,580,61,715
2027-05-23,211,138,320,94,468,75,594,62,726
2027-05-30,215,141,325,96,479,77,607,63,738
2027-06-06,218,142,330,97,487,78,617,64,746
2027-06-13,218,143,330,98,488,78,617,64,744
2027-06-20,215,141,325,97,482,77,607,64,731
2027-06-27,210,137,317,94,470,75,590,62,711
2027-07-04,204,134,310,92,457,74,573,60,690
2027-07-11,199,131,302,90,446,72,557,59,672
2027-07-18,194,127,295,87,434,70,541,57,653
2027-07-25,189,124,288,85,423,69,528,56,637
2027-08-01,185,122,282,83,415,67,517,55,624
2027-08-08,181,119,276,81,405,65,506,54,611
2027-08-15,175,115,268,78,393,63,492,52,595
2027-08-22,168,111,258,75,378,60,474,50,575
2027-08-29,161,106,246,72,360,58,453,48,551
2027-09-05,152,100,233,68,340,54,429,45,522
2027-09-12,143,94,218,64,318,51,402,42,491
2027-09-19,133,88,203,59,296,48,375,39,458
2027-09-26,125,82,190,55,276,44,350,37,427
2027-10-03,117,77,177,52,258,42,328,34,399
