date,pred,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
2026-10-04,583,363,925,235,1403,184,1807,148,2203
2026-10-11,587,362,945,230,1455,179,1885,144,2314
2026-10-18,593,362,966,226,1509,174,1965,140,2426
2026-10-25,601,365,990,225,1568,172,2050,138,2542
2026-11-01,615,370,1022,227,1635,172,2146,138,2670
2026-11-08,637,380,1065,231,1716,175,2264,140,2823
2026-11-15,663,392,1116,238,1804,180,2388,143,2989
2026-11-22,695,407,1177,248,1903,188,2529,148,3179
2026-11-29,732,426,1247,260,2013,197,2679,155,3392
2026-12-06,770,447,1322,274,2129,208,2833,162,3619
2026-12-13,812,470,1401,289,2255,219,2997,170,3864
2026-12-20,862,499,1494,307,2407,232,3193,180,4154
2026-12-27,925,535,1604,330,2595,248,3439,192,4504
2027-01-03,992,575,1718,354,2796,265,3712,205,4876
2027-01-10,1068,619,1843,380,3019,283,4022,220,5286
2027-01-17,1162,673,1996,412,3289,307,4406,239,5777
2027-01-24,1278,740,2186,451,3617,336,4878,262,6368
2027-01-31,1420,822,2422,498,4017,373,5443,290,7081
2027-02-07,1597,924,2723,558,4524,419,6138,326,7958
2027-02-14,1810,1047,3090,632,5138,475,6959,369,9019
2027-02-21,2050,1188,3515,718,5838,538,7889,418,10235
2027-02-28,2304,1336,3970,811,6577,606,8862,469,11542
2027-03-07,2553,1480,4416,902,7294,673,9806,519,12842
2027-03-14,2768,1606,4801,982,7913,733,10622,563,13974
2027-03-21,2942,1708,5109,1049,8412,782,11279,599,14872
2027-03-28,3069,1783,5325,1099,8777,819,11761,626,15512
2027-04-04,3124,1819,5415,1126,8948,836,11961,637,15773
2027-04-11,3097,1810,5368,1125,8904,832,11853,633,15595
2027-04-18,2992,1756,5190,1093,8635,805,11454,614,14992
2027-04-25,2805,1651,4873,1030,8108,756,10748,577,13979
2027-05-02,2541,1496,4422,934,7341,685,9758,524,12609
2027-05-09,2240,1316,3900,822,6450,603,8620,462,11084
2027-05-16,1939,1136,3375,709,5562,521,7491,400,9605
2027-05-23,1668,973,2898,606,4763,446,6465,344,8288
2027-05-30,1441,836,2496,520,4101,384,5603,296,7190
2027-06-06,1252,724,2167,449,3564,332,4889,256,6289
2027-06-13,1092,629,1891,389,3118,288,4281,221,5536
2027-06-20,956,549,1660,338,2745,250,3772,192,4897
2027-06-27,840,480,1463,295,2430,217,3335,166,4350
2027-07-04,739,420,1291,257,2156,188,2952,144,3876
2027-07-11,655,369,1147,224,1927,164,2636,125,3479
2027-07-18,588,328,1031,198,1744,144,2392,110,3167
2027-07-25,537,297,945,178,1607,129,2217,98,2942
2027-08-01,501,276,888,164,1519,117,2108,89,2805
2027-08-08,479,262,855,154,1468,110,2056,83,2740
2027-08-15,468,254,842,148,1450,105,2045,80,2732
2027-08-22,465,252,846,146,1459,104,2068,78,2773
2027-08-29,469,254,863,146,1491,104,2116,77,2850
2027-09-05,479,258,889,147,1538,105,2180,78,2951
2027-09-12,491,264,920,150,1597,108,2252,80,3064
2027-09-19,507,272,956,154,1666,111,2339,82,3187
2027-09-26,525,280,996,158,1742,114,2436,84,3324
2027-10-03,545,290,1036,164,1816,118,2539,87,3459
