date,pred,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
2026-10-04,609,438,851,325,1149,270,1378,230,1621
2026-10-11,612,438,862,322,1169,268,1408,228,1661
2026-10-18,622,442,880,323,1198,269,1447,228,1713
2026-10-25,639,453,909,329,1242,274,1505,232,1784
2026-11-01,665,470,949,340,1302,284,1578,240,1873
2026-11-08,701,494,1005,357,1383,297,1677,251,1988
2026-11-15,744,523,1070,377,1477,313,1789,265,2116
2026-11-22,800,560,1152,404,1596,334,1928,283,2275
2026-11-29,869,607,1253,438,1741,360,2099,306,2472
2026-12-06,957,667,1379,481,1921,394,2313,334,2724
2026-12-13,1068,743,1540,536,2147,438,2585,370,3047
2026-12-20,1215,845,1752,609,2444,497,2943,419,3476
2026-12-27,1408,979,2031,706,2833,576,3416,485,4043
2027-01-03,1627,1131,2345,816,3267,668,3951,562,4691
2027-01-10,1868,1299,2692,936,3741,768,4546,646,5405
2027-01-17,2120,1475,3060,1060,4242,872,5173,733,6148
2027-01-24,2382,1656,3445,1190,4769,976,5824,822,6898
2027-01-31,2625,1824,3806,1309,5269,1074,6433,903,7598
2027-02-07,2854,1981,4143,1422,5746,1163,7001,978,8244
2027-02-14,3049,2115,4427,1520,6160,1241,7488,1042,8814
2027-02-21,3216,2232,4668,1606,6520,1313,7905,1100,9328
2027-02-28,3340,2322,4843,1671,6788,1371,8221,1148,9743
2027-03-07,3427,2387,4966,1717,6978,1414,8452,1185,10065
2027-03-14,3466,2420,5022,1739,7074,1436,8583,1203,10258
2027-03-21,3471,2429,5039,1747,7101,1441,8635,1209,10341
2027-03-28,3454,2424,5029,1747,7088,1437,8628,1209,10334
2027-04-04,3401,2388,4958,1726,6990,1416,8522,1194,10190
2027-04-11,3315,2326,4828,1685,6808,1381,8325,1166,9926
2027-04-18,3204,2242,4658,1628,6566,1336,8058,1127,9565
2027-04-25,3087,2154,4480,1566,6310,1288,7768,1083,9186
2027-05-02,2950,2049,4272,1491,6012,1230,7405,1031,8750
2027-05-09,2787,1928,4029,1402,5664,1159,6971,968,8248
2027-05-16,2580,1781,3725,1292,5233,1072,6436,893,7640
2027-05-23,2358,1625,3403,1175,4774,977,5870,813,7002
2027-05-30,2131,1469,3081,1059,4313,880,5297,733,6354
2027-06-06,1900,1311,2755,944,3849,782,4723,653,5691
2027-06-13,1667,1151,2423,827,3383,683,4151,572,5016
2027-06-20,1455,1005,2121,721,2962,593,3641,496,4398
2027-06-27,1272,878,1856,630,2595,515,3198,430,3859
2027-07-04,1117,770,1629,552,2284,449,2821,375,3401
2027-07-11,989,681,1441,488,2028,394,2511,329,3022
2027-07-18,887,610,1290,435,1825,351,2264,293,2717
2027-07-25,807,554,1174,394,1669,317,2073,264,2480
2027-08-01,744,509,1084,361,1544,290,1920,242,2291
2027-08-08,694,474,1014,335,1449,269,1801,225,2145
2027-08-15,651,443,953,312,1362,251,1694,209,2018
2027-08-22,614,416,900,292,1287,236,1601,196,1911
2027-08-29,583,393,857,276,1224,223,1523,185,1825
2027-09-05,559,376,825,264,1175,213,1463,176,1761
2027-09-12,540,362,799,254,1136,204,1413,169,1710
2027-09-19,525,351,779,247,1106,198,1376,164,1670
2027-09-26,514,343,764,241,1086,194,1352,160,1645
2027-10-03,509,340,756,238,1076,191,1341,158,1631
