date,pred,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
2026-10-04,36,21,59,13,95,10,126,8,164
2026-10-11,33,20,56,12,90,9,119,7,155
2026-10-18,31,19,54,12,86,9,115,7,148
2026-10-25,31,18,52,11,85,8,113,7,145
2026-11-01,30,18,52,11,85,8,113,6,144
2026-11-08,30,18,52,11,85,8,113,6,145
2026-11-15,30,18,52,11,86,8,115,6,146
2026-11-22,30,18,52,11,86,8,115,6,147
2026-11-29,29,17,51,10,84,8,112,6,144
2026-12-06,27,16,48,10,79,7,106,6,137
2026-12-13,25,15,44,9,73,7,98,5,128
2026-12-20,23,13,40,8,67,6,90,5,117
2026-12-27,21,12,37,8,61,6,83,4,108
2027-01-03,20,12,36,7,58,5,79,4,103
2027-01-10,20,12,35,7,58,5,79,4,102
2027-01-17,21,12,37,7,61,6,83,4,106
2027-01-24,23,13,41,8,67,6,91,5,117
2027-01-31,26,15,46,9,76,7,103,5,132
2027-02-07,30,17,52,10,85,8,115,6,148
2027-02-14,33,19,57,12,94,9,127,7,163
2027-02-21,35,20,60,12,99,9,133,7,171
2027-02-28,35,20,60,12,99,9,134,7,171
2027-03-07,34,19,58,12,96,9,129,7,165
2027-03-14,32,18,55,11,91,8,122,6,157
2027-03-21,31,18,53,11,87,8,117,6,150
2027-03-28,30,17,53,11,86,8,116,6,149
2027-04-04,31,18,55,11,89,8,120,6,155
2027-04-11,34,20,60,12,97,9,131,7,168
2027-04-18,39,22,68,14,110,10,147,8,189
2027-04-25,44,25,77,16,125,12,168,9,216
2027-05-02,50,29,87,18,141,13,189,10,242
2027-05-09,54,31,95,19,154,14,206,11,263
2027-05-16,56,32,98,20,160,15,214,12,274
2027-05-23,56,32,98,19,159,15,214,11,274
2027-05-30,54,31,94,19,154,14,208,11,267
2027-06-06,52,30,91,18,149,13,201,10,259
2027-06-13,50,29,88,17,145,13,195,10,252
2027-06-20,50,28,87,17,145,13,194,10,252
2027-06-27,50,28,88,17,147,13,197,10,257
2027-07-04,51,29,90,18,151,13,203,10,265
2027-07-11,53,30,93,18,155,13,209,10,273
2027-07-18,54,30,95,18,158,14,214,10,280
2027-07-25,54,30,95,18,158,13,215,10,280
2027-08-01,52,29,92,17,153,13,209,10,273
2027-08-08,49,27,87,16,144,12,198,9,259
2027-08-15,46,25,82,15,135,11,186,8,243
2027-08-22,42,23,76,14,127,10,174,8,226
2027-08-29,40,22,71,13,120,10,164,7,213
2027-09-05,38,21,68,12,116,9,157,7,204
2027-09-12,37,20,66,12,113,9,154,7,199
2027-09-19,37,20,66,12,113,9,153,7,197
2027-09-26,36,20,65,12,112,9,152,7,197
2027-10-03,36,20,64,12,109,9,149,7,194
