date,pred,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
2026-10-04,70,45,110,31,162,24,205,20,258
2026-10-11,72,46,115,31,171,24,218,20,275
2026-10-18,77,49,123,33,186,25,239,21,301
2026-10-25,84,53,135,35,206,27,268,22,338
2026-11-01,93,58,150,38,231,29,302,24,383
2026-11-08,103,64,166,41,258,32,342,26,434
2026-11-15,112,69,182,44,286,34,381,28,485
2026-11-22,121,75,198,48,312,37,418,29,535
2026-11-29,130,79,213,51,337,39,453,31,583
2026-12-06,139,84,229,54,363,41,487,33,629
2026-12-13,149,90,247,57,392,44,525,35,680
2026-12-20,162,98,270,62,431,47,574,37,745
2026-12-27,179,108,300,68,479,52,637,41,824
2027-01-03,199,120,336,76,537,57,713,46,917
2027-01-10,224,134,379,85,606,64,805,51,1030
2027-01-17,255,153,432,96,692,73,921,58,1172
2027-01-24,293,176,496,110,798,84,1063,66,1348
2027-01-31,337,202,569,127,918,96,1223,76,1552
2027-02-07,384,230,648,144,1045,109,1393,86,1773
2027-02-14,430,256,724,161,1168,122,1556,96,1988
2027-02-21,469,279,792,176,1275,133,1698,104,2181
2027-02-28,503,299,849,189,1365,142,1816,110,2344
2027-03-07,530,314,895,199,1436,149,1906,115,2473
2027-03-14,548,324,926,205,1484,153,1967,118,2558
2027-03-21,557,329,940,208,1507,154,1995,119,2595
2027-03-28,558,329,942,208,1511,154,2001,118,2601
2027-04-04,551,325,932,204,1497,151,1985,116,2575
2027-04-11,537,316,910,198,1466,146,1947,113,2520
2027-04-18,518,304,879,190,1421,140,1893,108,2446
2027-04-25,494,289,842,180,1364,133,1823,103,2353
2027-05-02,465,270,795,168,1291,124,1730,96,2234
2027-05-09,432,250,742,154,1206,114,1622,89,2097
2027-05-16,399,229,690,141,1124,104,1514,81,1963
2027-05-23,367,210,641,129,1046,95,1411,74,1837
2027-05-30,338,193,596,117,975,86,1316,67,1721
2027-06-06,312,177,555,107,912,79,1232,61,1621
2027-06-13,289,164,520,99,859,72,1163,55,1540
2027-06-20,270,152,490,92,816,67,1106,51,1473
2027-06-27,255,142,465,85,782,62,1065,47,1419
2027-07-04,242,134,442,80,754,57,1033,43,1373
2027-07-11,231,127,424,75,732,54,1010,40,1339
2027-07-18,223,122,409,70,717,51,996,37,1317
2027-07-25,217,117,400,67,707,48,989,35,1307
2027-08-01,212,114,393,64,700,46,987,34,1310
2027-08-08,208,111,391,62,697,45,991,33,1324
2027-08-15,207,109,392,61,699,43,1002,32,1352
2027-08-22,206,108,396,60,706,43,1015,31,1388
2027-08-29,207,108,401,59,714,42,1031,30,1427
2027-09-05,207,107,404,59,722,41,1042,30,1462
2027-09-12,206,107,405,58,726,41,1049,30,1486
2027-09-19,205,106,405,57,731,40,1055,29,1502
2027-09-26,206,106,406,57,738,39,1066,29,1520
2027-10-03,207,106,408,57,747,39,1081,29,1533
