date,pred,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
2026-10-04,306,206,450,144,642,115,792,95,970
2026-10-11,283,189,419,132,598,105,740,86,905
2026-10-18,249,167,374,116,541,92,670,74,813
2026-10-25,225,150,340,104,496,82,614,67,747
2026-11-01,217,143,326,99,474,79,587,64,720
2026-11-08,208,137,312,95,452,75,561,61,689
2026-11-15,191,126,289,87,421,69,522,56,638
2026-11-22,179,118,272,82,398,65,495,52,605
2026-11-29,181,118,272,82,397,65,496,53,610
2026-12-06,184,121,276,83,400,66,501,54,619
2026-12-13,180,119,273,81,398,65,499,53,612
2026-12-20,180,119,274,81,402,65,506,53,615
2026-12-27,192,126,290,86,424,69,536,56,654
2027-01-03,207,136,313,92,454,74,574,60,703
2027-01-10,214,141,327,96,477,77,602,62,734
2027-01-17,223,147,341,100,502,80,634,64,766
2027-01-24,243,159,371,108,544,86,689,70,830
2027-01-31,267,176,408,119,596,95,753,77,914
2027-02-07,284,187,435,127,638,100,803,81,976
2027-02-14,299,196,457,133,673,105,850,85,1029
2027-02-21,322,211,492,143,723,113,915,92,1107
2027-02-28,352,230,536,156,785,124,992,101,1210
2027-03-07,372,244,568,166,834,131,1051,107,1292
2027-03-14,386,251,588,171,868,136,1098,111,1341
2027-03-21,402,262,613,179,905,142,1149,117,1393
2027-03-28,423,276,645,189,949,150,1203,124,1460
2027-04-04,439,286,668,196,980,155,1240,128,1511
2027-04-11,443,288,675,197,992,157,1257,130,1524
2027-04-18,443,288,676,197,993,157,1260,130,1515
2027-04-25,448,292,686,200,1005,159,1269,132,1526
2027-05-02,455,297,696,203,1015,161,1274,133,1545
2027-05-09,450,293,688,201,1006,160,1261,131,1529
2027-05-16,435,283,666,193,977,154,1227,126,1478
2027-05-23,425,278,653,189,957,149,1201,123,1446
2027-05-30,423,276,648,188,947,148,1184,122,1439
2027-06-06,413,269,631,183,924,144,1154,119,1409
2027-06-13,391,254,599,172,881,136,1106,112,1342
2027-06-20,375,243,575,164,850,129,1071,106,1297
2027-06-27,369,239,566,162,837,126,1051,104,1281
2027-07-04,360,232,552,157,816,123,1025,101,1253
2027-07-11,339,218,522,148,776,115,979,94,1190
2027-07-18,318,204,493,138,736,107,936,87,1131
2027-07-25,308,197,477,132,712,103,907,84,1102
2027-08-01,299,191,464,128,691,100,877,81,1072
2027-08-08,280,179,438,120,653,94,832,76,1016
2027-08-15,260,165,406,111,610,86,784,70,953
2027-08-22,247,157,386,105,581,81,746,66,913
2027-08-29,239,152,375,102,560,79,716,64,884
2027-09-05,226,144,355,96,530,75,677,61,837
2027-09-12,209,133,329,89,492,69,634,56,782
2027-09-19,198,125,310,83,465,65,601,53,741
2027-09-26,193,123,302,81,451,64,579,52,719
2027-10-03,186,119,292,79,435,62,555,51,691
