date,pred,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
2026-10-04,1382,872,2207,570,3320,443,4203,353,5186
2026-10-11,1748,1089,2815,705,4279,548,5489,432,6814
2026-10-18,1779,1092,2886,699,4439,539,5756,423,7166
2026-10-25,1555,944,2547,599,3957,457,5151,358,6414
2026-11-01,1422,858,2352,542,3677,409,4776,320,5949
2026-11-08,1587,954,2644,601,4150,452,5394,352,6730
2026-11-15,2023,1210,3383,759,5332,571,6977,444,8736
2026-11-22,2396,1424,4020,887,6369,665,8402,517,10563
2026-11-29,2359,1392,3972,862,6329,643,8380,499,10574
2026-12-06,2117,1242,3571,765,5723,569,7581,442,9588
2026-12-13,2044,1197,3455,736,5563,546,7361,423,9319
2026-12-20,2314,1358,3924,835,6331,617,8381,477,10625
2026-12-27,2769,1627,4709,999,7602,737,10073,569,12806
2027-01-03,2900,1701,4938,1042,7972,769,10581,594,13526
2027-01-10,2522,1474,4286,901,6929,667,9199,516,11836
2027-01-17,2151,1254,3649,767,5910,570,7862,440,10165
2027-01-24,2109,1233,3578,754,5804,562,7734,431,9997
2027-01-31,2574,1510,4377,925,7102,690,9485,530,12240
2027-02-07,3084,1814,5257,1113,8520,829,11382,641,14686
2027-02-14,3117,1830,5317,1125,8594,839,11502,654,14887
2027-02-21,2597,1522,4425,936,7132,702,9558,546,12395
2027-02-28,2492,1456,4241,896,6829,676,9169,525,11880
2027-03-07,3176,1857,5408,1141,8726,864,11707,672,15085
2027-03-14,4729,2770,8071,1702,13059,1289,17515,1009,22443
2027-03-21,6074,3560,10368,2190,16832,1652,22551,1304,28751
2027-03-28,5826,3407,9945,2100,16153,1586,21634,1252,27496
2027-04-04,4904,2855,8379,1764,13585,1339,18193,1052,23053
2027-04-11,4938,2863,8454,1769,13689,1350,18339,1059,23165
2027-04-18,6182,3584,10591,2211,17215,1686,22945,1330,28952
2027-04-25,7940,4616,13595,2846,22253,2156,29503,1713,37286
2027-05-02,7864,4587,13467,2830,22152,2125,29293,1688,37026
2027-05-09,5860,3415,10053,2109,16516,1579,21913,1243,27722
2027-05-16,3938,2289,6764,1412,11069,1060,14721,826,18635
2027-05-23,3408,1978,5862,1218,9569,915,12732,715,16192
2027-05-30,3587,2089,6165,1282,10101,960,13365,754,17108
2027-06-06,3802,2224,6531,1363,10761,1013,14190,796,18274
2027-06-13,3028,1775,5195,1085,8588,802,11344,625,14598
2027-06-20,1892,1107,3246,675,5360,500,7141,386,9169
2027-06-27,1246,727,2137,442,3514,329,4719,254,6045
2027-07-04,1190,694,2038,421,3346,314,4505,243,5774
2027-07-11,1376,805,2355,489,3879,363,5190,283,6669
2027-07-18,1375,808,2358,490,3901,363,5191,283,6671
2027-07-25,962,565,1651,342,2736,253,3659,198,4668
2027-08-01,574,335,986,203,1627,151,2205,118,2787
2027-08-08,441,257,759,157,1246,117,1702,92,2143
2027-08-15,483,282,835,173,1370,128,1861,101,2356
2027-08-22,554,325,963,199,1583,148,2122,115,2705
2027-08-29,487,286,850,176,1402,130,1872,102,2393
2027-09-05,309,180,538,111,886,82,1193,65,1519
2027-09-12,205,119,357,74,585,55,797,43,1012
2027-09-19,195,113,339,70,555,52,755,41,964
2027-09-26,263,153,461,96,754,71,1014,55,1312
2027-10-03,310,181,544,113,894,83,1189,64,1554
