date,pred,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
2026-10-04,96,66,140,47,194,39,237,32,280
2026-10-11,96,66,141,47,198,38,241,32,285
2026-10-18,98,66,144,47,203,38,248,32,294
2026-10-25,102,69,151,48,215,39,263,32,312
2026-11-01,111,74,165,52,236,42,290,35,342
2026-11-08,124,83,186,58,266,47,328,39,388
2026-11-15,141,93,211,65,302,52,374,43,445
2026-11-22,157,104,236,72,339,58,421,48,504
2026-11-29,171,113,258,78,370,63,461,52,556
2026-12-06,180,120,273,82,394,66,490,55,594
2026-12-13,190,126,287,86,417,69,518,58,628
2026-12-20,205,135,311,93,452,74,561,62,677
2026-12-27,230,152,350,104,510,83,631,69,757
2027-01-03,265,175,403,120,588,95,726,78,869
2027-01-10,306,202,465,139,678,109,837,90,1001
2027-01-17,347,229,527,157,769,124,952,102,1141
2027-01-24,383,254,582,174,851,137,1055,114,1268
2027-01-31,414,275,628,188,920,148,1141,124,1378
2027-02-07,444,295,674,202,986,159,1224,134,1479
2027-02-14,477,316,723,217,1055,171,1311,142,1581
2027-02-21,512,339,776,233,1130,184,1406,151,1687
2027-02-28,546,362,828,248,1202,195,1497,158,1789
2027-03-07,572,378,865,259,1254,204,1561,165,1867
2027-03-14,583,385,882,263,1278,208,1589,169,1908
2027-03-21,585,386,883,263,1282,209,1591,171,1921
2027-03-28,578,382,872,260,1268,207,1570,171,1904
2027-04-04,566,373,852,255,1239,203,1532,168,1861
2027-04-11,552,364,832,249,1205,199,1489,163,1807
2027-04-18,534,351,806,241,1160,192,1436,156,1736
2027-04-25,509,334,771,228,1103,183,1366,148,1649
2027-05-02,476,312,723,213,1034,172,1279,139,1549
2027-05-09,443,290,673,198,964,160,1191,130,1450
2027-05-16,411,269,625,184,900,149,1110,121,1358
2027-05-23,382,250,581,172,840,138,1036,113,1271
2027-05-30,355,233,540,160,782,128,965,105,1184
2027-06-06,327,215,499,148,722,118,893,96,1092
2027-06-13,299,196,456,135,658,107,817,87,995
2027-06-20,271,177,415,121,595,96,742,78,901
2027-06-27,245,159,376,109,540,86,675,70,819
2027-07-04,224,145,344,99,494,78,619,64,754
2027-07-11,207,134,320,91,461,73,578,59,706
2027-07-18,196,127,301,86,437,68,549,55,671
2027-07-25,186,121,287,82,419,65,524,53,642
2027-08-01,176,114,271,78,398,61,497,50,610
2027-08-08,165,107,254,73,374,57,466,46,573
2027-08-15,153,99,237,67,348,53,435,43,535
2027-08-22,143,93,222,62,326,49,408,40,503
2027-08-29,137,88,212,59,312,47,391,38,482
2027-09-05,134,86,208,58,306,46,384,37,474
2027-09-12,134,86,208,58,306,46,384,37,476
2027-09-19,136,87,209,59,309,46,389,37,481
2027-09-26,137,88,211,59,312,46,393,38,488
2027-10-03,138,89,212,60,314,47,396,38,492
