date,pred,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
2026-10-04,62,41,94,28,136,23,171,19,209
2026-10-11,59,38,89,26,130,21,164,17,202
2026-10-18,55,36,83,24,122,19,154,16,191
2026-10-25,51,33,78,22,115,18,145,15,181
2026-11-01,48,31,75,21,111,17,140,14,174
2026-11-08,47,31,74,21,109,16,138,13,171
2026-11-15,47,31,74,21,110,16,140,13,173
2026-11-22,49,31,77,21,114,17,145,13,178
2026-11-29,51,32,80,22,120,17,152,14,186
2026-12-06,53,34,84,23,127,18,160,15,196
2026-12-13,57,36,90,24,136,19,172,15,210
2026-12-20,62,39,98,26,149,21,188,17,230
2026-12-27,70,44,111,30,168,23,213,19,262
2027-01-03,81,51,129,34,196,27,249,22,308
2027-01-10,97,61,154,41,232,32,296,26,368
2027-01-17,117,74,185,49,280,38,357,31,444
2027-01-24,139,88,221,58,334,45,426,37,528
2027-01-31,163,103,258,68,391,53,499,43,615
2027-02-07,184,117,293,77,445,60,566,48,696
2027-02-14,202,128,321,84,489,65,623,52,765
2027-02-21,216,137,344,90,524,70,669,56,823
2027-02-28,226,143,361,94,551,74,706,59,872
2027-03-07,233,147,373,97,568,76,730,61,908
2027-03-14,238,150,380,99,578,77,746,62,932
2027-03-21,239,150,383,99,579,77,749,62,939
2027-03-28,237,148,378,98,571,76,738,61,928
2027-04-04,229,143,366,94,551,74,712,59,896
2027-04-11,217,135,346,89,521,70,671,56,845
2027-04-18,202,126,323,83,486,65,625,53,787
2027-04-25,187,117,298,77,450,60,577,49,726
2027-05-02,172,108,274,71,414,56,531,45,665
2027-05-09,158,99,251,65,380,51,487,41,609
2027-05-16,144,91,230,60,348,47,447,38,555
2027-05-23,132,83,209,55,318,43,409,34,506
2027-05-30,119,75,189,49,288,39,371,31,458
2027-06-06,106,67,169,44,258,35,332,28,410
2027-06-13,94,59,150,39,229,30,296,24,365
2027-06-20,84,53,134,35,205,27,265,21,329
2027-06-27,75,47,121,31,185,24,240,19,299
2027-07-04,69,43,110,28,170,22,221,17,276
2027-07-11,63,39,102,26,158,20,206,16,258
2027-07-18,59,37,96,24,149,18,194,15,243
2027-07-25,56,34,90,22,140,17,183,14,230
2027-08-01,51,31,83,20,129,16,170,12,214
2027-08-08,46,28,75,18,117,14,154,11,195
2027-08-15,41,25,67,16,105,13,138,10,175
2027-08-22,36,22,59,14,93,11,122,9,156
2027-08-29,32,20,53,13,83,10,110,8,139
2027-09-05,29,18,48,12,76,9,100,7,127
2027-09-12,27,17,45,11,71,8,94,7,119
2027-09-19,26,16,43,10,68,8,90,6,114
2027-09-26,26,16,42,10,67,8,88,6,112
2027-10-03,26,16,42,10,66,8,87,6,111
