date,pred,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
2026-10-04,39,17,87,8,182,5,285,4,411
2026-10-11,43,19,98,9,206,6,328,4,478
2026-10-18,47,21,109,10,229,6,368,4,542
2026-10-25,51,22,118,10,251,7,405,5,599
2026-11-01,55,23,127,11,272,7,438,5,650
2026-11-08,58,24,136,11,291,7,468,5,694
2026-11-15,62,26,146,12,314,8,504,5,747
2026-11-22,66,27,156,13,338,8,546,5,811
2026-11-29,70,29,168,13,365,9,589,6,876
2026-12-06,74,31,178,14,387,9,624,6,931
2026-12-13,77,32,187,15,405,9,648,6,970
2026-12-20,79,33,193,15,420,9,667,6,1002
2026-12-27,81,34,198,15,431,10,683,6,1036
2027-01-03,84,35,204,16,444,10,703,6,1076
2027-01-10,86,36,210,16,457,10,730,7,1116
2027-01-17,89,37,216,16,473,10,760,7,1154
2027-01-24,93,38,224,17,492,10,798,7,1197
2027-01-31,97,40,235,18,520,11,844,7,1258
2027-02-07,105,43,252,19,563,12,913,8,1357
2027-02-14,115,47,276,21,620,13,1005,9,1488
2027-02-21,127,52,307,24,690,14,1121,10,1654
2027-02-28,142,58,345,26,775,16,1260,11,1861
2027-03-07,157,64,384,29,860,18,1397,12,2076
2027-03-14,169,69,416,31,929,19,1506,13,2261
2027-03-21,174,71,429,32,957,19,1552,13,2345
2027-03-28,171,70,423,31,945,19,1535,12,2333
2027-04-04,162,66,402,29,900,18,1461,12,2239
2027-04-11,149,61,370,27,833,16,1356,11,2095
2027-04-18,134,55,331,24,750,15,1224,10,1900
2027-04-25,116,47,287,21,653,13,1071,9,1657
2027-05-02,99,40,243,18,556,11,914,7,1410
2027-05-09,82,34,202,15,464,9,764,6,1183
2027-05-16,68,28,167,12,384,8,633,5,986
2027-05-23,55,23,137,10,316,6,522,4,813
2027-05-30,45,18,113,8,261,5,433,3,670
2027-06-06,38,15,94,7,217,4,361,3,557
2027-06-13,31,13,79,6,183,3,305,2,470
2027-06-20,26,10,67,5,156,3,260,2,402
2027-06-27,22,9,57,4,135,2,225,1,350
2027-07-04,19,7,50,3,120,2,201,1,313
2027-07-11,17,7,46,3,109,2,185,1,291
2027-07-18,16,6,43,2,104,1,177,1,282
2027-07-25,15,6,41,2,102,1,176,1,284
2027-08-01,15,5,41,2,103,1,179,1,292
2027-08-08,15,5,42,2,106,1,185,1,308
2027-08-15,15,5,44,2,112,1,197,1,331
2027-08-22,16,6,47,2,121,1,215,1,365
2027-08-29,18,6,51,2,134,1,239,1,407
2027-09-05,19,7,57,3,150,1,268,1,456
2027-09-12,21,7,63,3,169,2,303,1,511
2027-09-19,23,8,71,3,190,2,343,1,576
2027-09-26,26,9,80,3,214,2,388,1,651
2027-10-03,29,10,89,4,239,2,437,1,734
