date,pred,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
2026-10-04,42,25,72,15,114,12,153,9,197
2026-10-11,44,26,76,16,122,12,164,9,213
2026-10-18,49,28,85,17,138,13,185,10,241
2026-10-25,55,31,96,19,155,14,209,11,274
2026-11-01,59,33,103,20,168,15,228,12,299
2026-11-08,60,34,106,20,172,15,235,12,308
2026-11-15,60,33,105,20,172,15,235,11,310
2026-11-22,60,34,106,20,175,15,239,11,317
2026-11-29,64,36,113,21,187,15,256,12,340
2026-12-06,70,40,126,24,210,17,287,13,379
2026-12-13,80,45,144,27,239,19,328,15,430
2026-12-20,90,51,161,30,268,22,370,17,480
2026-12-27,98,55,174,32,291,24,403,18,521
2027-01-03,104,58,184,34,308,25,425,19,553
2027-01-10,111,62,196,37,327,27,449,20,589
2027-01-17,121,68,215,40,359,29,490,22,645
2027-01-24,138,77,247,46,412,34,562,26,737
2027-01-31,162,91,292,54,487,39,665,30,866
2027-02-07,193,108,347,64,580,47,795,36,1029
2027-02-14,226,126,404,75,676,54,929,42,1205
2027-02-21,255,142,456,84,762,62,1046,47,1372
2027-02-28,278,155,499,92,833,68,1137,51,1509
2027-03-07,301,169,544,100,906,74,1231,56,1641
2027-03-14,332,187,602,111,1006,81,1361,61,1807
2027-03-21,374,211,680,126,1141,91,1544,69,2029
2027-03-28,421,238,765,141,1292,103,1747,78,2274
2027-04-04,464,261,840,155,1424,113,1929,85,2497
2027-04-11,487,273,880,162,1495,118,2028,89,2617
2027-04-18,487,274,882,162,1499,118,2035,89,2624
2027-04-25,472,265,856,157,1454,114,1976,86,2544
2027-05-02,456,256,826,151,1401,110,1911,84,2453
2027-05-09,445,249,805,148,1365,108,1865,82,2387
2027-05-16,440,246,794,146,1347,107,1841,81,2351
2027-05-23,432,240,773,142,1314,104,1794,79,2286
2027-05-30,412,228,735,134,1249,98,1704,74,2168
2027-06-06,380,210,677,123,1148,90,1567,68,1997
2027-06-13,342,188,609,111,1029,81,1411,61,1804
2027-06-20,302,167,540,98,907,72,1249,54,1609
2027-06-27,267,147,478,87,799,64,1105,48,1436
2027-07-04,239,132,427,78,712,57,985,43,1293
2027-07-11,217,120,389,71,648,52,894,39,1183
2027-07-18,201,110,359,65,598,48,825,36,1096
2027-07-25,186,102,334,60,555,44,766,33,1018
2027-08-01,171,94,307,55,511,40,707,30,940
2027-08-08,155,85,280,50,466,37,646,27,861
2027-08-15,140,77,254,46,425,33,589,25,788
2027-08-22,129,71,233,42,392,30,544,23,728
2027-08-29,121,67,220,39,372,28,515,21,690
2027-09-05,118,65,215,38,365,27,504,21,674
2027-09-12,117,65,214,38,363,27,501,20,669
2027-09-19,115,64,211,37,359,26,496,19,659
2027-09-26,112,61,204,36,348,26,482,19,637
2027-10-03,107,59,195,34,334,25,463,18,609
