date,pred,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
2026-10-04,118,85,166,63,225,53,269,45,313
2026-10-11,118,84,166,63,226,52,271,45,315
2026-10-18,119,85,168,63,229,53,275,45,321
2026-10-25,122,87,172,64,234,53,281,45,329
2026-11-01,125,89,177,65,241,55,288,47,339
2026-11-08,128,91,181,67,246,56,294,47,347
2026-11-15,129,92,184,67,250,56,299,48,353
2026-11-22,131,93,186,68,254,56,304,48,359
2026-11-29,134,94,190,69,260,57,312,49,368
2026-12-06,137,96,194,70,266,58,320,50,378
2026-12-13,141,99,200,72,275,60,331,51,392
2026-12-20,147,104,209,75,288,63,348,54,411
2026-12-27,158,111,223,80,309,67,373,57,440
2027-01-03,171,120,243,87,336,72,407,62,479
2027-01-10,187,131,265,95,367,79,446,67,525
2027-01-17,204,143,290,104,402,86,489,74,575
2027-01-24,223,156,318,113,439,94,534,80,630
2027-01-31,242,169,346,123,478,102,578,87,685
2027-02-07,259,182,372,131,513,109,619,93,736
2027-02-14,274,192,394,139,543,115,656,98,781
2027-02-21,286,200,412,145,568,120,688,102,819
2027-02-28,297,207,427,150,590,124,716,106,852
2027-03-07,303,211,436,153,602,126,735,108,873
2027-03-14,304,211,436,153,603,126,737,108,877
2027-03-21,302,210,432,152,598,125,733,107,873
2027-03-28,299,208,428,150,594,124,729,105,868
2027-04-04,296,205,422,148,588,122,723,104,860
2027-04-11,289,200,412,145,576,120,709,102,842
2027-04-18,280,195,400,140,560,116,689,99,818
2027-04-25,271,188,387,136,543,112,667,96,790
2027-05-02,259,181,372,130,523,108,641,92,757
2027-05-09,245,171,353,123,496,102,606,87,716
2027-05-16,231,162,333,116,468,96,570,82,674
2027-05-23,219,153,317,110,444,91,540,77,638
2027-05-30,209,146,303,105,425,86,516,73,610
2027-06-06,200,139,290,100,408,82,495,69,585
2027-06-13,192,133,278,96,392,79,475,66,563
2027-06-20,184,128,269,92,379,75,459,64,546
2027-06-27,180,124,263,89,371,73,450,62,536
2027-07-04,177,122,259,87,368,72,447,61,533
2027-07-11,175,120,257,86,365,70,446,60,531
2027-07-18,173,118,254,84,361,69,443,58,528
2027-07-25,171,116,252,82,358,68,441,57,524
2027-08-01,167,113,248,80,353,66,436,55,518
2027-08-08,162,109,241,77,344,63,424,52,505
2027-08-15,154,103,231,73,330,59,408,49,487
2027-08-22,145,97,219,68,315,55,389,46,465
2027-08-29,136,91,207,64,298,51,369,42,441
2027-09-05,127,85,194,59,281,48,349,39,417
2027-09-12,118,78,180,54,263,44,327,36,391
2027-09-19,109,73,168,50,245,41,305,33,365
2027-09-26,103,68,157,47,230,38,287,31,344
2027-10-03,98,65,149,44,219,36,273,30,327
